StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,BFI_1,BFI_2,BFI_3,BFI_4,BFI_5,BFI_6,BFI_7,BFI_8,BFI_9,BFI_10,BFI_11,BFI_12,BFI_13,BFI_14,BFI_15,BFI_DO,EC_1,EC_2,EC_3,EC_4,EC_5,EC_6,EC_7,EC_DO,Attach_1,Attach_2,Attach_3,Attach_4,Attach_5,Attach_6,Attach_7,Attach_8,Attach_9,Attach_DO,RNSF1_1,RNSF1_2,RNSF1_3,RNSF1_4,RNSF1_5,RNSF1_6,RNSF1_7,RNSF1_8,RNSF1_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_10,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_5,KM_CSR_DO,KM_M_1,KM_M_2,KM_M_3,KM_M_4,KM_M_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,RNSF2_1,RNSF2_2,RNSF2_3,RNSF2_4,RNSF2_5,RNSF2_6,RNSF2_7,RNSF2_8,RNSF2_DO,Q12.1,Q12.1_DO,Q12.4,Q12.2,Q12.2_2_TEXT,Q12.3,Gender,Gender_7_TEXT,Age_1,Race,Race_10_TEXT,Education,Student,Employed,Income,SexualOr,SexualOr_6_TEXT,SC0,FL_3_DO,FL_5_DO
8/19/2021 11:14,8/19/2021 11:25,0,2.125.251.122,100,649,1,8/19/2021 11:25,R_8lgprUMoAn2Z54d,,,,,52.50300598,-2.083892822,anonymous,EN-GB,1,2,3,1,2,3,2,3,2,1,3,5,4,3,5,4,14|15|12|1|10|4|7|11|8|3|6|2|9|13|5,4,2,4,3,2,4,3,2|7|4|3|5|1|6,6,5,5,2,3,3,2,2,2,8|9|3|5|6|2|1|4|7,4,4,4,5,1,2,2,2,2|8|1|6|3|4|7|5,5,5,3,3,6,6,5,4,3,7,5,4,12|11|4|3|6|2|5|1|7|10|9|8,6,4,5,5,1,1|5|4|3|2,3,4,4,4,1|4|2|3,6,6,5,6,3|2|1,4,4,5,5,1,1,1,2,3|7|6|5|2|8|1|4,3,2|7|5|4|6|3,2,1,,1,0,,37,1,,3,0,1,4,0,,283,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:15,8/19/2021 11:25,0,188.238.64.211,100,656,1,8/19/2021 11:26,R_6mU05XCvoC5O7wl,,,,,60.17190552,24.93469238,anonymous,EN-GB,1,3,4,2,4,4,3,2,4,3,3,4,3,4,3,4,1|7|13|15|5|11|4|8|9|3|2|14|12|6|10,4,3,4,2,2,3,3,2|5|4|7|3|6|1,6,6,6,3,3,3,4,3,3,6|5|9|1|8|2|3|7|4,4,5,4,4,2,2,2,1,2|8|4|5|7|3|1|6,1,1,1,1,1,1,1,1,1,2,1,1,9|3|11|5|2|7|6|10|4|8|1|12,1,1,1,1,1,2|4|1|5|3,1,1,1,1,1|4|2|3,4,2,2,2,2|1|3,4,4,4,4,2,2,2,2,1|6|7|5|4|2|3|8,7,2|7|3|5|6|4,2,1,,1,1,,34,0,,3,1,1,4,0,,200,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:15,8/19/2021 11:26,0,82.24.25.130,100,645,1,8/19/2021 11:26,R_2tLuiZ5bUKglK4J,,,,,50.90510559,-1.365493774,anonymous,EN-GB,1,4,3,3,3,4,4,4,3,2,3,3,3,3,4,3,14|10|5|2|11|13|15|4|9|7|12|3|6|8|1,3,3,3,4,3,3,3,1|5|7|2|3|4|6,5,5,5,4,3,3,3,3,3,3|9|8|7|6|5|2|1|4,4,4,4,4,2,2,2,3,3|7|8|6|2|4|1|5,2,2,2,2,2,2,2,2,2,2,2,2,5|3|11|9|7|12|4|8|6|2|1|10,2,2,2,2,1,4|1|5|2|3,2,2,2,2,4|3|1|2,3,2,2,2,2|3|1,4,4,4,3,2,2,2,3,3|5|4|7|8|1|6|2,7,6|3|2|7|5|4,2,1,,1,0,,28,0,,5,0,2,4,0,,201,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:10,8/19/2021 11:27,0,89.78.165.137,100,1041,1,8/19/2021 11:27,R_rcN5b3pBAtz6mtP,,,,,51.25939941,15.56210327,anonymous,EN-GB,1,5,2,2,5,4,2,2,3,5,3,1,2,4,3,3,11|9|1|4|7|14|6|3|12|8|13|5|10|15|2,2,4,3,4,3,2,2,6|4|1|3|2|7|5,5,2,2,2,6,6,2,4,4,6|3|8|7|2|4|1|5|9,4,4,3,2,3,2,3,3,4|2|3|5|7|6|1|8,2,2,1,1,1,1,2,4,1,1,1,1,10|8|1|3|7|5|2|11|9|6|4|12,1,1,1,1,1,1|2|3|4|5,1,1,1,1,3|4|1|2,4,4,4,4,3|1|2,4,4,3,3,2,2,3,3,2|4|3|7|1|6|8|5,3,5|6|7|4|3|2,2,1,,1,1,,43,0,,4,0,0,0,0,,196,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:15,8/19/2021 11:27,0,2.36.105.9,100,714,1,8/19/2021 11:27,R_2BxSdvrS7AhlBOF,,,,,45.53860474,10.21060181,anonymous,EN-GB,1,5,5,4,5,5,5,5,3,5,5,1,2,5,1,5,9|11|4|6|5|10|15|12|14|1|7|13|2|8|3,4,4,5,2,2,4,5,2|5|1|4|3|6|7,7,1,4,2,7,7,7,7,7,7|3|9|1|6|2|5|8|4,2,5,4,4,5,5,5,4,5|6|1|2|7|8|3|4,7,7,7,7,7,7,6,7,7,7,5,5,4|2|1|5|6|10|3|9|12|7|11|8,7,7,7,7,1,5|1|4|2|3,7,7,7,7,4|2|3|1,7,7,7,7,2|1|3,2,4,3,3,5,3,5,2,1|4|7|8|3|5|2|6,3,4|6|3|2|7|5,2,1,,2,0,,22,0,,3,0,0,0,7,,335,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:17,8/19/2021 11:28,0,82.46.40.60,100,634,1,8/19/2021 11:28,R_3PcSvLsU3119JnS,,,,,51.38729858,-0.159606934,anonymous,EN-GB,1,1,4,3,3,4,3,1,2,1,3,4,4,4,4,4,6|8|7|15|10|13|5|9|3|12|14|11|4|2|1,4,2,4,3,1,4,4,4|3|5|6|7|1|2,5,6,5,4,3,4,2,3,3,6|4|3|1|5|2|8|9|7,5,5,5,4,3,1,2,1,5|1|7|8|4|6|2|3,5,5,6,5,6,6,6,6,4,6,5,5,3|5|7|8|2|1|12|4|11|9|10|6,4,5,5,4,1,5|4|3|1|2,4,4,5,5,2|3|4|1,7,7,7,7,1|3|2,5,4,4,4,3,2,1,1,5|3|7|4|2|8|6|1,3,4|3|2|6|5|7,2,1,,1,0,,41,0,,3,0,1,4,0,,305,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:16,8/19/2021 11:28,0,178.42.183.240,100,734,1,8/19/2021 11:28,R_28MSY2aSGfosOeS,,,,,52.24839783,21.00259399,anonymous,EN-GB,1,4,3,4,4,4,3,3,4,3,2,3,3,3,3,4,9|2|5|10|1|8|15|3|14|11|12|13|4|7|6,4,2,4,2,2,4,3,5|3|7|1|4|2|6,5,4,4,3,5,6,4,4,4,3|4|6|1|8|2|9|5|7,3,4,4,3,3,2,2,3,1|8|7|2|4|3|6|5,1,1,1,1,1,1,1,1,3,4,1,4,9|10|12|2|3|6|11|8|5|1|7|4,2,2,2,4,1,4|5|2|1|3,1,1,3,1,3|2|1|4,6,3,1,1,2|3|1,4,3,4,3,3,2,2,3,5|2|1|6|7|3|8|4,7,2|6|5|3|4|7,2,1,,1,0,,31,0,,4,0,2,0,4,,214,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:20,8/19/2021 11:28,0,130.82.26.79,100,486,1,8/19/2021 11:28,R_20VyFPFeROgAHrg,,,,,47.42340088,9.369598389,anonymous,EN-GB,1,4,3,2,3,2,2,1,2,4,4,2,3,4,4,2,8|3|6|12|5|15|9|14|10|11|4|13|1|7|2,2,2,2,4,3,3,3,4|3|5|1|6|7|2,5,5,4,3,5,5,4,3,3,8|5|4|3|6|7|1|2|9,4,4,4,3,3,1,2,3,1|6|7|3|8|5|2|4,5,4,3,3,5,5,3,3,3,3,5,4,5|6|12|9|10|11|8|3|1|4|2|7,4,4,5,5,1,1|2|5|4|3,4,4,6,4,4|3|2|1,6,6,5,5,2|1|3,4,4,4,3,2,1,1,2,4|2|8|1|3|6|7|5,3,7|2|5|6|4|3,2,1,,2,1,,35,3,,5,0,2,4,1,,272,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:17,8/19/2021 11:29,0,95.94.177.43,100,720,1,8/19/2021 11:29,R_qCqsXxlezqvvh2V,,,,,38.83329773,-9.165298462,anonymous,EN-GB,1,3,4,3,4,2,3,3,3,4,4,2,4,4,2,3,1|2|6|4|5|15|7|9|14|8|11|3|13|10|12,4,3,4,3,2,4,4,2|6|5|4|7|1|3,6,3,4,4,4,3,5,5,6,8|7|9|1|5|2|3|6|4,3,3,3,3,2,2,3,2,6|5|2|1|8|4|7|3,4,4,4,5,5,5,5,5,4,6,5,5,1|2|12|8|5|11|7|4|10|3|9|6,5,5,5,5,1,4|2|5|3|1,5,5,5,5,4|1|2|3,5,5,5,5,3|2|1,3,3,3,4,3,3,3,3,6|1|2|8|5|7|3|4,3,3|7|2|6|4|5,2,1,,2,0,,48,0,,3,0,2,3,0,,280,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:18,8/19/2021 11:29,0,37.189.84.245,100,627,1,8/19/2021 11:29,R_3inlIbuLFOhGzvr,,,,,41.18490601,-8.148406982,anonymous,EN-GB,1,5,5,2,5,1,2,2,5,5,4,2,5,4,2,2,3|2|1|12|8|11|13|9|15|4|7|5|6|10|14,4,3,4,3,2,3,5,1|6|7|4|3|5|2,5,3,4,6,6,3,6,6,7,4|9|2|6|8|7|3|1|5,4,4,3,3,4,3,2,4,1|7|6|3|5|8|4|2,5,2,7,3,7,5,2,4,5,6,5,2,10|8|2|9|5|1|4|7|6|12|11|3,5,6,5,7,1,5|3|2|1|4,7,6,7,6,4|2|3|1,6,7,3,5,2|3|1,3,3,2,3,4,4,2,4,5|6|3|4|8|2|1|7,3,7|4|5|2|6|3,2,1,,1,1,,25,0,,3,0,0,1,0,,279,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:20,8/19/2021 11:29,0,176.241.7.77,100,551,1,8/19/2021 11:29,R_2QT18q4wf5pIniL,,,,,47.79190063,18.73770142,anonymous,EN-GB,1,2,3,2,1,3,3,2,2,1,4,3,1,5,4,2,1|6|4|13|9|3|7|14|2|10|11|8|15|12|5,4,1,5,2,1,2,3,7|1|4|6|3|5|2,5,6,7,4,2,3,3,4,3,1|3|5|4|9|6|2|8|7,5,5,5,5,1,1,1,1,7|2|6|3|1|4|5|8,1,1,4,3,4,1,1,1,1,5,1,3,9|4|1|11|8|3|2|12|6|5|7|10,1,2,1,1,1,3|1|2|4|5,1,1,1,1,4|1|3|2,5,3,3,1,2|1|3,5,5,5,5,1,1,1,1,1|8|4|3|5|6|7|2,3,4|7|2|6|3|5,2,1,,1,1,,29,0,,1,0,2,2,0,,218,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:13,8/19/2021 11:29,0,94.44.242.253,100,1002,1,8/19/2021 11:29,R_2ARs7Q9PMpiybJw,,,,,47.56359863,19.09469604,anonymous,EN-GB,1,5,3,1,2,3,1,1,4,1,1,4,2,5,5,3,6|14|4|11|9|13|7|3|12|1|2|5|8|15|10,4,5,4,2,1,5,4,7|2|5|1|6|4|3,6,5,4,4,4,6,1,3,1,1|6|3|2|8|7|9|5|4,2,4,4,2,1,1,3,1,1|6|7|8|4|3|5|2,3,2,7,7,7,4,6,4,6,1,1,4,5|1|10|4|2|8|9|7|6|12|11|3,6,6,6,7,1,4|2|3|1|5,5,2,3,3,1|3|4|2,7,7,7,7,2|1|3,4,4,4,2,1,1,3,1,4|6|5|1|2|8|3|7,3,2|3|6|4|7|5,2,1,,1,1,,64,0,,2,0,2,2,0,,275,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:22,8/19/2021 11:30,0,82.154.61.133,100,486,1,8/19/2021 11:30,R_NVmDiSxctLhkWfn,,,,,38.7519989,-9.227905273,anonymous,EN-GB,1,3,5,2,4,4,2,1,2,3,2,3,4,5,5,4,8|7|3|12|14|9|10|5|4|6|13|1|11|15|2,4,2,4,2,2,3,5,6|1|5|3|7|4|2,6,3,5,2,4,5,1,2,2,2|7|4|5|9|1|8|3|6,5,5,4,4,1,1,1,2,4|2|6|5|8|7|3|1,4,3,2,1,6,5,2,2,4,7,4,4,7|12|1|9|11|5|6|3|8|4|10|2,6,6,7,7,1,4|3|5|1|2,5,5,7,6,3|1|4|2,7,6,6,5,1|2|3,5,4,5,4,1,1,1,1,7|8|4|1|5|6|3|2,3,3|6|7|4|2|5,2,1,,1,1,,36,0,,4,0,2,2,0,,304,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:20,8/19/2021 11:30,0,78.80.24.33,100,584,1,8/19/2021 11:30,R_s5QhAldm4YsgtSF,,,,,50.08529663,14.41099548,anonymous,EN-GB,1,5,2,2,4,5,1,2,5,4,1,2,1,4,4,4,1|5|3|2|13|4|12|15|10|9|8|11|14|6|7,2,4,4,4,2,4,2,3|1|6|7|2|5|4,1,1,2,1,7,6,3,5,2,8|7|9|4|3|2|1|5|6,4,4,2,2,2,2,2,4,7|2|5|4|1|8|6|3,1,1,1,1,2,1,1,1,1,3,2,1,12|7|2|8|4|6|9|5|11|10|3|1,1,1,1,1,1,2|3|1|4|5,1,1,2,1,4|3|2|1,4,1,1,2,3|1|2,4,4,4,2,2,2,2,4,8|3|2|5|1|6|7|4,7,7|2|3|4|6|5,2,1,,1,1,,28,0,,3,0,2,1,0,,197,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:18,8/19/2021 11:31,0,185.175.35.136,100,787,1,8/19/2021 11:31,R_1OiuQsqkEWiDjAM,,,,,32.33479309,34.85960388,anonymous,EN-GB,1,5,5,2,5,4,1,1,3,5,4,1,5,5,2,3,4|6|2|3|15|11|10|1|8|5|7|14|13|12|9,4,2,5,3,1,5,5,2|7|5|6|4|3|1,5,2,6,1,3,6,6,2,6,5|9|3|1|6|4|7|2|8,5,5,5,5,1,1,1,1,2|3|8|7|1|4|5|6,7,7,1,1,7,7,7,7,6,3,1,2,9|2|7|12|5|11|3|6|4|8|1|10,4,4,6,4,1,1|2|4|3|5,1,1,7,1,1|4|3|2,7,6,7,5,2|1|3,5,5,5,4,1,1,1,1,6|1|5|7|3|4|2|8,3,3|4|2|5|7|6,2,1,,2,0,,28,0,,3,1,0,3,0,,311,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:15,8/19/2021 11:31,0,146.87.136.100,100,909,1,8/19/2021 11:31,R_25TOITAHxzTrkxH,,,,,53.49159241,-2.30090332,anonymous,EN-GB,1,4,5,3,5,5,4,4,4,5,3,4,2,5,4,3,4|13|1|12|10|7|3|11|8|9|2|6|15|5|14,5,2,5,2,2,5,5,2|6|5|1|3|7|4,3,1,4,1,3,7,6,3,6,9|1|6|8|5|4|2|7|3,3,4,4,4,2,3,3,4,7|5|1|6|8|2|4|3,7,7,1,1,7,7,7,7,7,7,2,1,8|5|9|2|1|6|11|4|3|7|12|10,5,5,5,5,1,1|2|4|3|5,2,2,7,5,4|2|1|3,6,7,7,7,3|2|1,4,4,4,4,2,2,2,3,6|7|3|4|2|8|5|1,3,6|3|7|2|5|4,2,1,,1,0,,31,0,,4,0,2,3,0,,313,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:20,8/19/2021 11:31,0,46.103.25.174,100,692,1,8/19/2021 11:31,R_1gnclNObr2nW6Y8,,,,,37.98420715,23.73530579,anonymous,EN-GB,1,3,3,3,3,2,3,2,4,3,3,3,3,4,3,2,2|8|6|11|14|13|1|7|9|5|10|3|4|12|15,3,4,4,3,2,3,3,5|6|4|1|3|7|2,5,4,4,3,5,5,5,3,3,7|1|2|8|3|5|4|9|6,4,4,3,2,2,2,2,2,2|8|7|4|5|3|6|1,2,2,2,2,2,2,5,4,5,2,3,2,2|8|5|4|11|7|6|3|1|10|9|12,3,4,6,6,1,4|3|5|2|1,3,3,5,3,2|1|3|4,5,5,5,5,3|1|2,4,4,4,4,2,2,2,2,1|2|5|4|3|7|6|8,3,7|4|5|2|6|3,2,1,,1,0,,26,0,,3,1,0,3,0,,247,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:27,8/19/2021 11:31,0,80.43.155.28,100,281,1,8/19/2021 11:31,R_1gAAcVoZ6tGW0eU,,,,,51.60110474,-3.274398804,anonymous,EN-GB,1,4,4,1,3,4,4,4,3,3,3,4,4,5,3,4,3|15|5|12|13|4|2|14|11|1|10|7|6|8|9,4,3,4,3,4,3,4,2|6|4|1|5|3|7,4,5,4,5,5,4,4,5,6,9|4|2|7|6|8|1|5|3,4,5,4,4,4,4,4,3,3|7|8|5|6|2|1|4,1,1,1,1,1,1,1,1,1,1,6,1,12|2|11|5|4|10|9|1|7|3|6|8,1,1,1,1,1,2|4|3|5|1,1,1,1,1,1|3|2|4,1,1,1,1,2|1|3,4,4,3,3,4,3,3,4,7|4|3|6|8|2|5|1,7,4|5|6|7|2|3,2,1,,1,0,,24,0,,4,0,2,1,0,,189,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:21,8/19/2021 11:31,0,94.113.126.24,100,641,1,8/19/2021 11:31,R_3NFnLlLxvoTHL9e,,,,,50.08830261,14.41239929,anonymous,EN-GB,1,5,3,4,4,4,2,4,5,4,2,2,2,3,2,3,10|4|9|11|7|8|1|13|3|5|2|12|6|14|15,3,2,4,3,1,4,4,5|2|7|3|4|1|6,6,5,6,4,4,4,6,6,7,8|3|7|6|5|1|2|9|4,3,3,4,3,2,2,2,3,3|6|8|1|5|7|4|2,1,1,1,1,3,1,1,1,1,6,4,4,8|1|12|7|4|6|5|3|9|2|10|11,2,4,3,5,1,3|2|1|5|4,1,1,1,1,2|3|4|1,5,3,4,2,3|2|1,3,4,4,4,1,2,1,3,6|3|2|8|7|5|4|1,7,4|7|5|2|3|6,2,1,,1,1,,25,0,,3,1,0,1,0,,218,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:17,8/19/2021 11:32,0,86.26.1.43,100,879,1,8/19/2021 11:32,R_27I50RrJx1uS5kV,,,,,51.58880615,-0.024703979,anonymous,EN-GB,1,4,5,3,4,5,5,4,3,4,1,3,2,4,4,5,15|13|11|8|14|6|2|1|12|4|9|7|10|5|3,5,1,5,1,1,5,5,6|1|3|4|7|2|5,7,5,6,1,4,2,1,1,1,6|7|5|8|4|2|1|9|3,5,5,5,5,1,1,1,1,4|3|5|2|8|1|6|7,1,1,1,1,3,1,1,1,1,4,4,4,5|10|2|3|11|4|8|9|12|6|1|7,1,3,1,2,1,2|3|4|1|5,1,1,1,1,1|4|3|2,5,1,2,1,2|3|1,5,5,5,5,1,1,1,1,2|1|7|5|8|4|6|3,7,7|2|3|4|5|6,2,1,,1,0,,34,0,,3,0,2,3,0,,231,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:21,8/19/2021 11:32,0,37.47.217.23,100,673,1,8/19/2021 11:32,R_9AHrWrPpLcPxRvP,,,,,54.38609314,18.59080505,anonymous,EN-GB,1,2,5,1,5,5,2,1,2,4,3,4,4,4,4,2,7|9|1|12|4|6|11|13|5|3|10|2|8|15|14,4,2,4,2,2,4,4,3|4|1|2|7|5|6,3,7,7,4,4,1,4,5,7,6|3|2|5|9|7|4|1|8,5,5,5,5,2,2,1,2,2|7|8|3|6|5|4|1,7,7,2,2,7,7,5,4,5,6,5,2,9|3|11|7|2|6|12|5|8|1|4|10,7,7,7,7,1,3|2|1|5|4,7,7,6,6,3|2|1|4,7,7,7,7,1|3|2,5,5,5,5,2,2,2,2,6|8|7|5|2|4|3|1,3,6|3|4|5|2|7,2,1,,1,0,,30,0,,3,0,2,1,0,,328,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:19,8/19/2021 11:32,0,165.165.166.154,100,759,1,8/19/2021 11:32,R_6nekj69PntGewBH,,,,,-34.03399658,22.22070313,anonymous,EN-GB,1,4,5,2,4,4,4,2,2,2,4,2,4,5,4,2,10|6|2|3|8|1|14|7|12|11|4|13|9|15|5,5,2,2,2,4,5,5,6|1|4|3|7|2|5,6,5,6,6,5,6,1,3,5,4|2|9|5|7|1|8|3|6,5,5,5,5,4,1,1,1,1|4|6|8|7|5|2|3,7,7,1,1,7,7,7,7,7,7,6,6,1|12|11|5|2|4|10|8|6|7|3|9,7,7,7,7,1,2|4|1|5|3,7,7,7,7,3|2|4|1,7,7,7,7,3|2|1,5,5,5,5,4,1,1,1,2|5|8|4|1|3|6|7,3,5|2|7|3|4|6,2,1,,1,0,,50,0,,1,0,0,0,0,,325,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:23,8/19/2021 11:32,0,137.205.213.204,100,553,1,8/19/2021 11:32,R_3NIBONjzzl45fUD,,,,,52.38200378,-1.587402344,anonymous,EN-GB,1,5,4,1,2,5,2,3,3,4,1,2,4,4,3,4,3|5|14|11|6|9|15|7|8|13|2|4|12|10|1,4,2,4,2,2,4,3,3|6|5|4|7|2|1,4,3,4,3,5,5,5,5,5,2|8|1|7|3|5|6|9|4,2,2,2,2,3,3,3,4,1|5|8|7|6|2|4|3,1,1,1,1,1,1,1,1,1,1,1,1,7|9|4|2|3|8|12|10|11|5|6|1,1,1,1,1,1,3|1|5|2|4,1,1,1,1,2|4|3|1,1,1,1,1,1|2|3,2,2,2,2,3,4,3,2,1|4|3|2|8|6|5|7,7,6|7|4|2|3|5,2,1,,1,1,,54,0,,5,0,2,4,0,,185,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
